CURSO RESPONSAVEL;CÓDIGO DE TURMA;TURMA;TEORIA;PRÁTICA;T-P-I;VAGAS;centro responsável;DOCENTE TEORIA;DOCENTE PRÁTICA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA3BCJ0205-15SA;Fenômenos Térmicos A3-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;JOSÉ KENICHI MIZUKOSHI;LUCIANO SOARES DA CRUZ
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA3BCJ0205-15SB;Fenômenos Térmicos A3-diurno (São Bernardo do Campo);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;FANNY NASCIMENTO COSTA;ROMARLY FERNANDES DA COSTA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA3BCJ0205-15SA;Fenômenos Térmicos A3-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal I;03/01/2004;33;CCNH;VILSON TONIN ZANCHIN;MAURO ROGÉRIO COSENTINO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA3BCJ0205-15SB;Fenômenos Térmicos A3-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal I;03/01/2004;33;CCNH;FLÁVIO LEANDRO DE SOUZA;JULIAN ANDRES MUNEVAR CAGIGAS
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA4BCJ0205-15SA;Fenômenos Térmicos A4-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;GAYANE KARAPETYAN;GAYANE KARAPETYAN
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA4BCJ0205-15SA;Fenômenos Térmicos A4-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal I;03/01/2004;33;CCNH;LUÍS HENRIQUE DE LIMA;LUÍS HENRIQUE DE LIMA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA5BCJ0205-15SA;Fenômenos Térmicos A5-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;GAYANE KARAPETYAN;GAYANE KARAPETYAN
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA5BCJ0205-15SA;Fenômenos Térmicos A5-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;LUÍS HENRIQUE DE LIMA;LUÍS HENRIQUE DE LIMA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA6BCJ0205-15SA;Fenômenos Térmicos A6-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;GAYANE KARAPETYAN;ANTONIO ALVARO RANHA NEVES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA6BCJ0205-15SA;Fenômenos Térmicos A6-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal I;03/01/2004;33;CCNH;LUÍS HENRIQUE DE LIMA;GÉRMAN LUGONES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA7BCJ0205-15SA;Fenômenos Térmicos A7-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;WANIUS JOSÉ GARCIA DA SILVA;WANIUS JOSÉ GARCIA DA SILVA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA7BCJ0205-15SA;Fenômenos Térmicos A7-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal I;03/01/2004;33;CCNH;MARCELO OLIVEIRA DA COSTA PIRES;MARCELO OLIVEIRA DA COSTA PIRES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA8BCJ0205-15SA;Fenômenos Térmicos A8-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;WANIUS JOSÉ GARCIA DA SILVA;WANIUS JOSÉ GARCIA DA SILVA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA8BCJ0205-15SA;Fenômenos Térmicos A8-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;MARCELO OLIVEIRA DA COSTA PIRES;MARCELO OLIVEIRA DA COSTA PIRES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA9BCJ0205-15SA;Fenômenos Térmicos A9-diurno (Santo André);terca das 10:00 às 12:00,  quinzenal II,  sexta das 08:00 às 10:00,  semanal ;terca das 08:00 às 10:00,  quinzenal I;03/01/2004;33;CCNH;WANIUS JOSÉ GARCIA DA SILVA;BRUCE LEHMAN SÁNCHEZ VEJA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA9BCJ0205-15SA;Fenômenos Térmicos A9-noturno (Santo André);terca das 21:00 às 23:00,  quinzenal II,  sexta das 19:00 às 21:00,  semanal ;terca das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;MARCELO OLIVEIRA DA COSTA PIRES;JEAN-JACQUES BONVENT
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB1BCJ0205-15SA;Fenômenos Térmicos B1-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;LUCIANO SOARES DA CRUZ;LUCIANO SOARES DA CRUZ
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB1BCJ0205-15SB;Fenômenos Térmicos B1-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;ROMARLY FERNANDES DA COSTA;ROMARLY FERNANDES DA COSTA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB1BCJ0205-15SA;Fenômenos Térmicos B1-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;MAURO ROGÉRIO COSENTINO;MAURO ROGÉRIO COSENTINO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB1BCJ0205-15SB;Fenômenos Térmicos B1-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;JULIAN ANDRES MUNEVAR CAGIGAS;JULIAN ANDRES MUNEVAR CAGIGAS
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB2BCJ0205-15SA;Fenômenos Térmicos B2-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;LUCIANO SOARES DA CRUZ;LUCIANO SOARES DA CRUZ
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB2BCJ0205-15SB;Fenômenos Térmicos B2-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;ROMARLY FERNANDES DA COSTA;ROMARLY FERNANDES DA COSTA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB2BCJ0205-15SA;Fenômenos Térmicos B2-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;MAURO ROGÉRIO COSENTINO;MAURO ROGÉRIO COSENTINO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB2BCJ0205-15SB;Fenômenos Térmicos B2-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;JULIAN ANDRES MUNEVAR CAGIGAS;JULIAN ANDRES MUNEVAR CAGIGAS
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB3BCJ0205-15SA;Fenômenos Térmicos B3-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;LUCIANO SOARES DA CRUZ;JOSÉ KENICHI MIZUKOSHI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB3BCJ0205-15SB;Fenômenos Térmicos B3-diurno (São Bernardo do Campo);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;ROMARLY FERNANDES DA COSTA;FANNY NASCIMENTO COSTA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB3BCJ0205-15SA;Fenômenos Térmicos B3-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;MAURO ROGÉRIO COSENTINO;VILSON TONIN ZANCHIN
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB3BCJ0205-15SB;Fenômenos Térmicos B3-noturno (São Bernardo do Campo);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;JULIAN ANDRES MUNEVAR CAGIGAS;FLÁVIO LEANDRO DE SOUZA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB4BCJ0205-15SA;Fenômenos Térmicos B4-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;ANTONIO ALVARO RANHA NEVES;ANTONIO ALVARO RANHA NEVES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB4BCJ0205-15SA;Fenômenos Térmicos B4-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;GÉRMAN LUGONES;GÉRMAN LUGONES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB5BCJ0205-15SA;Fenômenos Térmicos B5-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;ANTONIO ALVARO RANHA NEVES;ANTONIO ALVARO RANHA NEVES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB5BCJ0205-15SA;Fenômenos Térmicos B5-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;GÉRMAN LUGONES;GÉRMAN LUGONES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB6BCJ0205-15SA;Fenômenos Térmicos B6-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;ANTONIO ALVARO RANHA NEVES;GAYANE KARAPETYAN
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB6BCJ0205-15SA;Fenômenos Térmicos B6-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;GÉRMAN LUGONES;LUÍS HENRIQUE DE LIMA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB7BCJ0205-15SA;Fenômenos Térmicos B7-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal I;03/01/2004;33;CCNH;BRUCE LEHMAN SÁNCHEZ VEJA;BRUCE LEHMAN SÁNCHEZ VEJA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB7BCJ0205-15SA;Fenômenos Térmicos B7-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal I;03/01/2004;33;CCNH;GUSTAVO MICHEL MENDOZA LA TORRE;GUSTAVO MICHEL MENDOZA LA TORRE
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB8BCJ0205-15SA;Fenômenos Térmicos B8-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;BRUCE LEHMAN SÁNCHEZ VEJA;BRUCE LEHMAN SÁNCHEZ VEJA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB8BCJ0205-15SA;Fenômenos Térmicos B8-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;GUSTAVO MICHEL MENDOZA LA TORRE;GUSTAVO MICHEL MENDOZA LA TORRE
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB9BCJ0205-15SA;Fenômenos Térmicos B9-diurno (Santo André);terca das 08:00 às 10:00,  quinzenal II,  sexta das 10:00 às 12:00,  semanal ;terca das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;BRUCE LEHMAN SÁNCHEZ VEJA;LAURA PAULUCCI MARINHO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB9BCJ0205-15SA;Fenômenos Térmicos B9-noturno (Santo André);terca das 19:00 às 21:00,  quinzenal II,  sexta das 21:00 às 23:00,  semanal ;terca das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;GUSTAVO MICHEL MENDOZA LA TORRE;JEAN-JACQUES BONVENT
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS1BCJ0205-15SA;Fenômenos Térmicos S1-diurno (Santo André) - SEMI PRESENCIAL;sexta das 10:00 às 12:00,  quinzenal I;sexta das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;JOSÉ KENICHI MIZUKOSHI;JOSÉ KENICHI MIZUKOSHI
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS1BCJ0205-15SA;Fenômenos Térmicos S1-noturno (Santo André) - SEMI PRESENCIAL;sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;VILSON TONIN ZANCHIN;VILSON TONIN ZANCHIN
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS1BCJ0205-15SB;Fenômenos Térmicos S1-noturno (São Bernardo do Campo)  - SEMI PRESENCIAL;sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;FLÁVIO LEANDRO DE SOUZA;FLÁVIO LEANDRO DE SOUZA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS2BCJ0205-15SA;Fenômenos Térmicos S2-diurno (Santo André)  - SEMI PRESENCIAL;sexta das 10:00 às 12:00,  quinzenal I;sexta das 10:00 às 12:00,  quinzenal II;03/01/2004;33;CCNH;JOSÉ KENICHI MIZUKOSHI;JEAN-JACQUES BONVENT
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS2BCJ0205-15SA;Fenômenos Térmicos S2-noturno (Santo André)  - SEMI PRESENCIAL;sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;VILSON TONIN ZANCHIN;LETICIE MENDONÇA FERREIRA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS2BCJ0205-15SB;Fenômenos Térmicos S2-noturno (São Bernardo do Campo)  - SEMI PRESENCIAL;sexta das 21:00 às 23:00,  quinzenal I;sexta das 21:00 às 23:00,  quinzenal II;03/01/2004;33;CCNH;FLÁVIO LEANDRO DE SOUZA;LETICIE MENDONÇA FERREIRA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS3BCJ0205-15SA;Fenômenos Térmicos S3-diurno (Santo André)  - SEMI PRESENCIAL;sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;LUCIANO SOARES DA CRUZ;LUCIANO SOARES DA CRUZ
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS3BCJ0205-15SA;Fenômenos Térmicos S3-noturno (Santo André)  - SEMI PRESENCIAL;sexta das 19:00 às 21:00,  quinzenal I;sexta das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;MAURO ROGÉRIO COSENTINO;MAURO ROGÉRIO COSENTINO
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS3BCJ0205-15SB;Fenômenos Térmicos S3-noturno (São Bernardo do Campo)  - SEMI PRESENCIAL;sexta das 19:00 às 21:00,  quinzenal I;sexta das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;JULIAN ANDRES MUNEVAR CAGIGAS;JULIAN ANDRES MUNEVAR CAGIGAS
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS4BCJ0205-15SA;Fenômenos Térmicos S4-diurno (Santo André)  - SEMI PRESENCIAL;sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;LUCIANO SOARES DA CRUZ;JEAN-JACQUES BONVENT
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS4BCJ0205-15SA;Fenômenos Térmicos S4-noturno (Santo André)  - SEMI PRESENCIAL;sexta das 19:00 às 21:00,  quinzenal I;sexta das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;MAURO ROGÉRIO COSENTINO;LETICIE MENDONÇA FERREIRA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS4BCJ0205-15SB;Fenômenos Térmicos S4-noturno (São Bernardo do Campo)  - SEMI PRESENCIAL;sexta das 19:00 às 21:00,  quinzenal I;sexta das 19:00 às 21:00,  quinzenal II;03/01/2004;33;CCNH;JULIAN ANDRES MUNEVAR CAGIGAS;LETICIE MENDONÇA FERREIRA
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS5BCJ0205-15SA;Fenômenos Térmicos S5-diurno (Santo André)  - SEMI PRESENCIAL;sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;ANTONIO ALVARO RANHA NEVES;ANTONIO ALVARO RANHA NEVES
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS6BCJ0205-15SA;Fenômenos Térmicos S6-diurno (Santo André)  - SEMI PRESENCIAL;sexta das 08:00 às 10:00,  quinzenal I;sexta das 08:00 às 10:00,  quinzenal II;03/01/2004;33;CCNH;ANTONIO ALVARO RANHA NEVES;JEAN-JACQUES BONVENT
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS1BCK0103-15SA;Física Quântica S1-diurno (Santo André)  - SEMI PRESENCIAL;segunda das 16:00 às 18:00,  semanal ;;3-0-4;90;CCNH;RONEI MIOTTO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS1BCK0103-15SB;Física Quântica S1-diurno (São Bernardo do Campo)  - SEMI PRESENCIAL;segunda das 16:00 às 18:00,  semanal ;;3-0-4;90;CCNH;GUSTAVO MARTINI DALPIAN;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS1BCK0103-15SA;Física Quântica S1-noturno (Santo André)  - SEMI PRESENCIAL;segunda das 19:00 às 21:00,  semanal ;;3-0-4;90;CCNH;PAULA HOMEM DE MELLO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS1BCK0103-15SB;Física Quântica S1-noturno (São Bernardo do Campo)  - SEMI PRESENCIAL;segunda das 19:00 às 21:00,  semanal ;;3-0-4;90;CCNH;GUSTAVO MARTINI DALPIAN;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DS2BCK0103-15SA;Física Quântica S2-diurno (Santo André)  - SEMI PRESENCIAL;segunda das 16:00 às 18:00,  semanal ;;3-0-4;90;CCNH;ALEX GOMES DIAS;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NS2BCK0103-15SA;Física Quântica S2-noturno (Santo André)  - SEMI PRESENCIAL;segunda das 19:00 às 21:00,  semanal ;;3-0-4;90;CCNH;ALEX GOMES DIAS;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DABCN0402-15SA;Funções de Uma Variável A-diurno (Santo André);segunda das 14:00 às 16:00,  semanal ,  quarta das 16:00 às 18:00,  semanal ;;4-0-6;127;CMCC;ARMANDO CAPUTI;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DABCN0402-15SB;Funções de Uma Variável A-diurno (São Bernardo do Campo);segunda das 14:00 às 16:00,  semanal ,  quarta das 16:00 às 18:00,  semanal ;;4-0-6;90;CMCC;ANDRÉ RICARDO OLIVEIRA DA FONSECA;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NABCN0402-15SA;Funções de Uma Variável A-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-6;127;CMCC;DAHISY VALADÃO DE SOUZA LIMA;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NABCN0402-15SB;Funções de Uma Variável A-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-6;90;CMCC;THOMAS LOGAN RITCHIE;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NBBCN0402-15SA;Funções de Uma Variável B-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  semanal ;;4-0-6;117;CMCC;DAHISY VALADÃO DE SOUZA LIMA;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NBBCN0402-15SB;Funções de Uma Variável B-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  semanal ;;4-0-6;90;CMCC;THOMAS LOGAN RITCHIE;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA1BCN0407-15SA;Funções de Várias Variáveis A1-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;106;CMCC;JULIANA MILITÃO DA SILVA BERBERT;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA1BCN0407-15SB;Funções de Várias Variáveis A1-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;90;CMCC;ANDRE PIERRO DE CAMARGO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA1BCN0407-15SA;Funções de Várias Variáveis A1-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;116;CMCC;DMITRY VASILEVICH;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA1BCN0407-15SB;Funções de Várias Variáveis A1-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;90;CMCC;ILIA GORSHKOV;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA2BCN0407-15SA;Funções de Várias Variáveis A2-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;89;CMCC;RICARDO ROCAMORA PASZKO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA2BCN0407-15SB;Funções de Várias Variáveis A2-diurno (São Bernardo do Campo);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;90;CMCC;ANA CLAUDIA DA SILVA MOREIRA*;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA2BCN0407-15SA;Funções de Várias Variáveis A2-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;115;CMCC;PEDRO LAURIDSEN RIBEIRO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA2BCN0407-15SB;Funções de Várias Variáveis A2-noturno (São Bernardo do Campo);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;90;CMCC;FABIANO GUSTAVO BRAGA BRITO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA3BCN0407-15SA;Funções de Várias Variáveis A3-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;98;CMCC;SANDRA MARIA ZAPATA YEPES;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA3BCN0407-15SA;Funções de Várias Variáveis A3-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;98;CMCC;EDSON ALEX ARRAZOLA IRIARTE;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DA4BCN0407-15SA;Funções de Várias Variáveis A4-diurno (Santo André);segunda das 08:00 às 10:00,  semanal ,  quarta das 10:00 às 12:00,  semanal ;;4-0-4;83;CMCC;ALAN MACIEL DA SILVA;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NA4BCN0407-15SA;Funções de Várias Variáveis A4-noturno (Santo André);segunda das 19:00 às 21:00,  semanal ,  quarta das 21:00 às 23:00,  semanal ;;4-0-4;90;CMCC;RAFAEL RIBEIRO DIAS VILELA DE OLIVEIRA;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB1BCN0407-15SA;Funções de Várias Variáveis B1-diurno (Santo André);segunda das 10:00 às 12:00,  semanal ,  quarta das 08:00 às 10:00,  semanal ;;4-0-4;103;CMCC;JULIANA MILITÃO DA SILVA BERBERT;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;DB1BCN0407-15SB;Funções de Várias Variáveis B1-diurno (São Bernardo do Campo);segunda das 10:00 às 12:00,  semanal ,  quarta das 08:00 às 10:00,  semanal ;;4-0-4;90;CMCC;ANDRE PIERRO DE CAMARGO;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB1BCN0407-15SA;Funções de Várias Variáveis B1-noturno (Santo André);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  semanal ;;4-0-4;103;CMCC;DMITRY VASILEVICH;
BACHARELADO EM CIÊNCIA E TECNOLOGIA;NB1BCN0407-15SB;Funções de Várias Variáveis B1-noturno (São Bernardo do Campo);segunda das 21:00 às 23:00,  semanal ,  quarta das 19:00 às 21:00,  semanal ;;4-0-4;90;CMCC;ILIA GORSHKOV;
